,link,pub_titles,predicted category
2543,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Figure 2 In Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
2544,https://www.researchgate.net/profile/Lawrence-Kirkendall,"A new record of fungus-beetle symbiosis in Scolytodes bark beetles (Scolytinae, Curculionidae, Coleoptera)",biology
2545,https://www.researchgate.net/profile/Lawrence-Kirkendall,"The bark and ambrosia beetles (Curculionidae, Scolytinae) of Cocos Island, Costa Rica and the role of mating systems in island zoogeography",biology
2546,https://www.researchgate.net/profile/Lawrence-Kirkendall,"On the track of the Red Queen: Bark beetles, their nematodes, local climate and geographic parthenogenesis",biology
2547,https://www.researchgate.net/profile/Lawrence-Kirkendall,Ongoing invasions of old-growth tropical forests: Establishment of three incestuous beetle species in southern Central America (Curculionidae: Scolytinae),biology
2548,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Population dynamics of bark beetles, with special reference to Ips typographus: Introduction",biology
2549,https://www.researchgate.net/profile/Lawrence-Kirkendall,"A new host-specific, Xyleborus vochysiae (Curculionidae : Scolytinae), from Central America breeding in live trees (99, pg 211, 2006)",biology
2550,https://www.researchgate.net/profile/Lawrence-Kirkendall,"A new host-specific, Xyleborus vochysiae (Curculionidae: Scolytinae), from Central America breeding in live trees",biology
2551,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Erratum: ""A new host-specific, Xyleborus vochysiae (Curculionidae: Scolytinae), from Central America breeding in live trees"" (Annals of the Entomological Society of America vol. 99 (211-217))",biology
2552,https://www.researchgate.net/profile/Lawrence-Kirkendall,DNA-strekkoding taksonomiens fremtid?,biology
2553,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Diversity and habitat preferences of ground beetles (Coleoptera, Carabidae) in a coastal area of North Trøndelag, Central Norway",biology
2554,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Los Gorgojos de Pino de Honduras: Descripciones de Especies, Asociaciones de Hospederos y Métodos de Monitoreo y Control",biology
2555,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Dispersal abilities and breeding periods of ground beetles (Coleoptera, Carabidae) in coastal Central Norway",biology
2556,https://www.researchgate.net/profile/Lawrence-Kirkendall,Laboratory Parasitism by Phymastichus coffea (Hymenoptera: Eulophidae) upon Non-Target Bark Beetles Associated with Coffee Plantations,biology
2557,https://www.researchgate.net/profile/Lawrence-Kirkendall,Phylogeny of a Macaronesian radiation: Host-plant use and possible cryptic speciation in Liparthrum bark beetles,biology
2558,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Sandragon wilt disease, Seychelles. Final technical report",biology
2559,https://www.researchgate.net/profile/Lawrence-Kirkendall,"New records of Carabidae (Coleoptera) from coastal North Trøndelag, Central Norway",biology
2560,https://www.researchgate.net/profile/Lawrence-Kirkendall,Molecules and morphology: Evidence for cryptic hybridization in African Hyalomma (Acari: Ixodidae),biology
2561,https://www.researchgate.net/profile/Lawrence-Kirkendall,Isolation and characterization of microsatellite loci from two inbreeding bark beetle species (Coccotrypes),biology
2562,https://www.researchgate.net/profile/Lawrence-Kirkendall,Widespread Wilting of Dalbergia sissoo in Bangladesh: The Role of Timber Borers,biology
2563,https://www.researchgate.net/profile/Lawrence-Kirkendall,Extraordinary haplotype diversity in haplodiploid inbreeders: Phylogenetics and evolution of the bark beetle genus Coccotrypes,biology
2564,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Notes on the mating system of Hylesinus varius (F.) (Col., Scolytidae), a putatively bigynous bark beetl",biology
2565,https://www.researchgate.net/profile/Lawrence-Kirkendall,Breaking taboos in the tropics: Incest promotes colonization by wood-boring beetles,biology
2566,https://www.researchgate.net/profile/Lawrence-Kirkendall,Breaking taboos in the tropics: inbreeding promotes colonization by wood-boring beetles,biology
2567,https://www.researchgate.net/profile/Lawrence-Kirkendall,Lack of nucleotide variability in a beetle pest with extreme breeding,biology
2568,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Interactions among males, females and offspring in bark and ambrosia beetles: the significance of living in tunnels for the evolution of social behavior",biology
2569,https://www.researchgate.net/profile/Lawrence-Kirkendall,Mate Discrimination in a Pseudogamous Bark Beetle (Coleoptera: Scolytidae): Male Ips acuminatus Prefer Sexual to Clonal Females,biology
2570,https://www.researchgate.net/profile/Lawrence-Kirkendall,Ecology and Evolution of Biased Sex Ratios in Bark and Ambrosia Beetles,biology
2571,https://www.researchgate.net/profile/Lawrence-Kirkendall,ECOLOGICAL AND EVOLUTIONARY STABILITY OF SPERM-DEPENDENT PARTHENOGENESIS: EFFECTS OF PARTIAL NICHE OVERLAP BETWEEN SEXUAL AND ASEXUAL FEMALES,biology
2572,https://www.researchgate.net/profile/Lawrence-Kirkendall,Ecological and Evolutionary Stability of Sperm-Dependent Parthenogenesis: Effects of Partial Niche Overlap between Sexual and Asexual Females,biology
2573,https://www.researchgate.net/profile/Lawrence-Kirkendall,Sperm Is a Limiting Resource in the Pseudogamous Bark Beetle Ips acuminatus (Scolytidae),biology
2574,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Within-Harem Competition among Ips Females, an Overlooked Component of Density",biology
2575,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Population dynamics of bark beetles, with special reference to Ips typographus: contributions of applied bark beetle studies to basic research in ecology and population biology",biology
2576,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Within‐harem competition among Ips females, an overlooked component of density‐dependent larval mortality",biology
2577,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Within-harem competition among Ips females, an overlooked component of density-dependent larval mortality",biology
2578,https://www.researchgate.net/profile/Lawrence-Kirkendall,On The Evolution Of Pseudogamy,physics
2579,https://www.researchgate.net/profile/Lawrence-Kirkendall,On the Evolution of Pseudogamy,physics
2580,https://www.researchgate.net/profile/Lawrence-Kirkendall,"On Defining ""Breeding Once""",biology
2581,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Long copulations and post-copulatory ‘escort’ behaviour in the locust leaf miner, Odontota dorsalis (Coleoptera: Chrysomelidae)",biology
2582,https://www.researchgate.net/profile/Lawrence-Kirkendall,Apparent Parthenogenesis in Pityophthorus puberulus (Coleoptera: Scolytidae),biology
2583,https://www.researchgate.net/profile/Lawrence-Kirkendall,The evolution of mating systems in bark and ambrosia beetles (Coleoptera: Scolytidae and Platypodidae),biology
2584,https://www.researchgate.net/profile/Lawrence-Kirkendall,"The Effects of Resource Quality on Reproductive Success in a Harem Polygynous Bark Beetle, Pityophthorus Lautus.",biology
2585,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Community living after in-hospital specialized rehabilitation in patients with severe disability after stroke: a long-term follow-up after a randomized controlled trial,biology
2586,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Effect of a specific exercise programme during pregnancy on diastasis recti abdominis: study protocol for a randomised controlled trial,biology
2587,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Pain pressure threshold algometry in knee osteoarthritis: Intra-and inter-rater reliability,biology
2588,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,The Role of Psychological Readiness in Return to Sport Assessment After Anterior Cruciate Ligament Reconstruction,biology
2589,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,The Female Menstrual Cycles Effect on Strength and Power Parameters in High-Level Female Team Athletes,biology
2590,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,"Spatiotemporal gait parameters for older adults - An interactive model adjusting reference data for gender, age, and body height",biology
2591,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Within-day test–retest reliability of an accelerometer-based method for registration of step time symmetry during stair descent after ACL reconstruction and in healthy subjects,biology
2592,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Muscle Strength as a Predictor of Gait Variability after Two Years in Community-Living Older Adults,biology
2593,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Job-related self-efficacy in musculoskeletal disorders - a questionnaire,biology
2594,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Two-year changes in gait variability in community-living older adults,biology
2595,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Long-term change of gross motor function in children with cerebral palsy; an observational study of repeated periods of intensive physiotherapy in a group setting,biology
2596,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,The Effects of Integrated Single- and Dual-Task Training on Automaticity and Attention Allocation in Parkinson's Disease: A Secondary Analysis From a Randomized Trial,biology
2597,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,The reliability of gait variability measures for individuals with Parkinson’s disease and healthy older adults – The effect of gait speed,biology
2598,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,The Walk Ratio: Investigation of invariance across walking conditions and gender in community-dwelling older people,biology
2599,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Predicting outcome in frozen shoulder (shoulder capsulitis) in presence of comorbidity as measured with subjective health complaints and neuroticism,biology
2600,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,O27: The Walk Ratio: Gender differences or height differences?,biology
2601,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,"A longitudinal study investigating how stroke severity, disability, and physical function the first week post-stroke are associated with walking speed six months post-stroke",biology
2602,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,The Association between Daily Walking Behavior and Self-Reported Physical Function in Community-Dwelling Older Adults,biology
2603,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,The validity of the Gait Variability Index for individuals with mild to moderate Parkinson's disease,biology
2604,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Background and Aim Challenging gait and balance training can improve cognitive processing during dual-task conditions in Parkinson's disease,biology
2605,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Respiratory timing and dynamic hyperinflation during incremental exercise in patients with COPD,biology
2606,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Responsiveness of the Berg Balance Scale in patients early after stroke,biology
2607,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,"Adhesive capsulitis of the shoulder, treatment with corticosteroid, corticosteroid with distension or treatment-as-usual; A randomised controlled trial in primary care",biology
2608,https://www.researchgate.net/profile/Rolf-Moe-Nilssen,Identification of gait domains and key gait variables following hip fracture,biology
